decision_id,record_type,occurrence_index,unit_id,section,source_path,source_line,target_path,target_line_start,target_line_end,segment_id,script,locale,chosen_rendering,decision_status,review_priority,accepted_reader_release,accepted_pdf_page,page_binding_status,expert_question
JV-D010,difficult_translation_or_source_decision,1,OLP-0031,sets-functions-relations/size-of-sets/pairing,upstream/content/sets-functions-relations/size-of-sets/pairing.tex,34,translation/content/sets-functions-relations/size-of-sets/pairing.tex,29,45,OLP-0031-P006,Latn,jv-Latn-ID,Keep the correct displayed pairing formula and explain that the sum is through k inclusive.,retrospective_backfill,P1-source-or-semantic-review,,,pending_next_accepted_reader_pagination,Is the source correction clear without disrupting the derivation?
JV-D010,difficult_translation_or_source_decision,2,OLP-0031,editorial/ERRATA.md,upstream/content/sets-functions-relations/size-of-sets/pairing.tex,34,editorial/ERRATA.md,19,19,,Latn,jv-Latn-ID,Keep the correct displayed pairing formula and explain that the sum is through k inclusive.,retrospective_backfill,P1-source-or-semantic-review,,,not_a_reader_body_occurrence,Is the source correction clear without disrupting the derivation?
JV-D011,difficult_translation_or_source_decision,1,OLP-0031,sets-functions-relations/size-of-sets/pairing,upstream/content/sets-functions-relations/size-of-sets/pairing.tex,93,translation/content/sets-functions-relations/size-of-sets/pairing.tex,91,98,OLP-0031-P015,Latn,jv-Latn-ID,"State the complement in Nat of a finite subset there, following the explicit Nat-minus-A definition.",retrospective_detection_then_contemporaneous_audit_adoption,P1-source-or-semantic-review,,,pending_next_accepted_reader_pagination,Does kowinates remain clear as finite complement within Nat?
JV-D011,difficult_translation_or_source_decision,2,OLP-0031,editorial/ERRATA.md,upstream/content/sets-functions-relations/size-of-sets/pairing.tex,93,editorial/ERRATA.md,19,19,,Latn,jv-Latn-ID,"State the complement in Nat of a finite subset there, following the explicit Nat-minus-A definition.",retrospective_detection_then_contemporaneous_audit_adoption,P1-source-or-semantic-review,,,not_a_reader_body_occurrence,Does kowinates remain clear as finite complement within Nat?
JV-D012,difficult_translation_or_source_decision,1,OLP-0031,sets-functions-relations/size-of-sets/pairing,upstream/content/sets-functions-relations/size-of-sets/pairing.tex,108,translation/content/sets-functions-relations/size-of-sets/pairing.tex,107,110,OLP-0031-P017,Latn,jv-Latn-ID,Qualify by surjectivity or re-enumerate the range; retain empty-product exception.,retrospective_backfill,P1-source-or-semantic-review,,,pending_next_accepted_reader_pagination,Is the distinction between a code inverse on its range and enumeration explicit enough?
JV-D012,difficult_translation_or_source_decision,2,OLP-0031,editorial/ERRATA.md,upstream/content/sets-functions-relations/size-of-sets/pairing.tex,108,editorial/ERRATA.md,19,19,,Latn,jv-Latn-ID,Qualify by surjectivity or re-enumerate the range; retain empty-product exception.,retrospective_backfill,P1-source-or-semantic-review,,,not_a_reader_body_occurrence,Is the distinction between a code inverse on its range and enumeration explicit enough?
JV-D013,difficult_translation_or_source_decision,1,OLP-0031,sets-functions-relations/size-of-sets/pairing,upstream/content/sets-functions-relations/size-of-sets/pairing.tex,100,translation/content/sets-functions-relations/size-of-sets/pairing.tex,100,105,OLP-0031-P016,Latn,jv-Latn-ID,State the choice dependence for arbitrary families; do not present it as bare-ZF consequence.,retrospective_backfill,P1-source-or-semantic-review,,,pending_next_accepted_reader_pagination,Is the scope of the choice qualification appropriately concise?
JV-D013,difficult_translation_or_source_decision,2,OLP-0031,editorial/ERRATA.md,upstream/content/sets-functions-relations/size-of-sets/pairing.tex,100,editorial/ERRATA.md,19,19,,Latn,jv-Latn-ID,State the choice dependence for arbitrary families; do not present it as bare-ZF consequence.,retrospective_backfill,P1-source-or-semantic-review,,,not_a_reader_body_occurrence,Is the scope of the choice qualification appropriately concise?
JV-D014,difficult_translation_or_source_decision,1,OLP-0032,sets-functions-relations/size-of-sets/pairing-alt,upstream/content/sets-functions-relations/size-of-sets/pairing-alt.tex,21,translation/content/sets-functions-relations/size-of-sets/pairing-alt.tex,13,86,OLP-0032-P006,Latn,jv-Latn-ID,"Use the tables and general formula as authoritative; repair (0,1) and the successive row family (3,m).",retrospective_detection_then_contemporaneous_audit_adoption,P1-source-or-semantic-review,,,pending_next_accepted_reader_pagination,Do the notes let a reader reconcile prose and tables quickly?
JV-D014,difficult_translation_or_source_decision,2,OLP-0032,editorial/ERRATA.md,upstream/content/sets-functions-relations/size-of-sets/pairing-alt.tex,21,editorial/ERRATA.md,20,20,,Latn,jv-Latn-ID,"Use the tables and general formula as authoritative; repair (0,1) and the successive row family (3,m).",retrospective_detection_then_contemporaneous_audit_adoption,P1-source-or-semantic-review,,,not_a_reader_body_occurrence,Do the notes let a reader reconcile prose and tables quickly?
JV-D015,difficult_translation_or_source_decision,1,OLP-0033,sets-functions-relations/size-of-sets/non-enumerability,upstream/content/sets-functions-relations/size-of-sets/non-enumerability.tex,26,translation/content/sets-functions-relations/size-of-sets/non-enumerability.tex,25,31,OLP-0033-P008,Latn,jv-Latn-ID,Add the nonempty qualification because the definition separately admits empty set.,retrospective_backfill,P1-source-or-semantic-review,,,pending_next_accepted_reader_pagination,Is the empty enumerable-set exception stated where readers need it?
JV-D015,difficult_translation_or_source_decision,2,OLP-0033,editorial/ERRATA.md,upstream/content/sets-functions-relations/size-of-sets/non-enumerability.tex,26,editorial/ERRATA.md,22,22,,Latn,jv-Latn-ID,Add the nonempty qualification because the definition separately admits empty set.,retrospective_backfill,P1-source-or-semantic-review,,,not_a_reader_body_occurrence,Is the empty enumerable-set exception stated where readers need it?
JV-D016,difficult_translation_or_source_decision,1,OLP-0034,sets-functions-relations/size-of-sets/reduction,upstream/content/sets-functions-relations/size-of-sets/reduction.tex,97,translation/content/sets-functions-relations/size-of-sets/reduction.tex,85,103,OLP-0034-P015,Latn,jv-Latn-ID,"Use n leading zeros followed by an infinite tail of ones, a valid infinite binary output.",retrospective_detection_then_contemporaneous_audit_adoption,P1-source-or-semantic-review,,,pending_next_accepted_reader_pagination,Is the corrected counterexample visibly a member of the codomain?
JV-D016,difficult_translation_or_source_decision,2,OLP-0034,editorial/ERRATA.md,upstream/content/sets-functions-relations/size-of-sets/reduction.tex,97,editorial/ERRATA.md,23,23,,Latn,jv-Latn-ID,"Use n leading zeros followed by an infinite tail of ones, a valid infinite binary output.",retrospective_detection_then_contemporaneous_audit_adoption,P1-source-or-semantic-review,,,not_a_reader_body_occurrence,Is the corrected counterexample visibly a member of the codomain?
JV-D017,difficult_translation_or_source_decision,1,OLP-0034,sets-functions-relations/size-of-sets/reduction,upstream/content/sets-functions-relations/size-of-sets/reduction.tex,52,translation/content/sets-functions-relations/size-of-sets/reduction.tex,51,59,OLP-0034-P011,Latn,jv-Latn-ID,Use one bound output name s consistently in the body.,retrospective_detection_then_contemporaneous_audit_adoption,P1-source-or-semantic-review,,,pending_next_accepted_reader_pagination,Does the repaired characteristic-sequence definition bind every symbol clearly?
JV-D017,difficult_translation_or_source_decision,2,OLP-0034,editorial/ERRATA.md,upstream/content/sets-functions-relations/size-of-sets/reduction.tex,52,editorial/ERRATA.md,23,23,,Latn,jv-Latn-ID,Use one bound output name s consistently in the body.,retrospective_detection_then_contemporaneous_audit_adoption,P1-source-or-semantic-review,,,not_a_reader_body_occurrence,Does the repaired characteristic-sequence definition bind every symbol clearly?
JV-D018,difficult_translation_or_source_decision,1,OLP-0035,sets-functions-relations/size-of-sets/equinumerous-sets,upstream/content/sets-functions-relations/size-of-sets/equinumerous-sets.tex,75,translation/content/sets-functions-relations/size-of-sets/equinumerous-sets.tex,67,95,OLP-0035-P015,Latn,jv-Latn-ID,Use f in both occurrences and disclose the typographical repair.,retrospective_detection_then_contemporaneous_audit_adoption,P1-source-or-semantic-review,,,pending_next_accepted_reader_pagination,Is the corrected empty-set argument now syntactically and mathematically clear?
JV-D018,difficult_translation_or_source_decision,2,OLP-0035,editorial/ERRATA.md,upstream/content/sets-functions-relations/size-of-sets/equinumerous-sets.tex,75,editorial/ERRATA.md,24,24,,Latn,jv-Latn-ID,Use f in both occurrences and disclose the typographical repair.,retrospective_detection_then_contemporaneous_audit_adoption,P1-source-or-semantic-review,,,not_a_reader_body_occurrence,Is the corrected empty-set argument now syntactically and mathematically clear?
JV-D019,difficult_translation_or_source_decision,1,OLP-0036,sets-functions-relations/size-of-sets/comparing-size,upstream/content/sets-functions-relations/size-of-sets/comparing-size.tex,88,translation/content/sets-functions-relations/size-of-sets/comparing-size.tex,71,109,OLP-0036-P014,Latn,jv-Latn-ID,Use every x in A; the defining iff supplies both cases.,retrospective_detection_then_contemporaneous_audit_adoption,P1-source-or-semantic-review,,,pending_next_accepted_reader_pagination,Does the note make the required whole-domain quantifier clear?
JV-D019,difficult_translation_or_source_decision,2,OLP-0036,editorial/ERRATA.md,upstream/content/sets-functions-relations/size-of-sets/comparing-size.tex,88,editorial/ERRATA.md,25,25,,Latn,jv-Latn-ID,Use every x in A; the defining iff supplies both cases.,retrospective_detection_then_contemporaneous_audit_adoption,P1-source-or-semantic-review,,,not_a_reader_body_occurrence,Does the note make the required whole-domain quantifier clear?
JV-D020,difficult_translation_or_source_decision,1,OLP-0036,sets-functions-relations/size-of-sets/comparing-size,upstream/content/sets-functions-relations/size-of-sets/comparing-size.tex,45,translation/content/sets-functions-relations/size-of-sets/comparing-size.tex,43,55,OLP-0036-P010,Latn,jv-Latn-ID,Limit the bare-ZF claim or state the background Choice assumption.,retrospective_backfill,P1-source-or-semantic-review,,,pending_next_accepted_reader_pagination,Which foundational qualification best matches the intended course context?
JV-D020,difficult_translation_or_source_decision,2,OLP-0036,editorial/ERRATA.md,upstream/content/sets-functions-relations/size-of-sets/comparing-size.tex,45,editorial/ERRATA.md,25,25,,Latn,jv-Latn-ID,Limit the bare-ZF claim or state the background Choice assumption.,retrospective_backfill,P1-source-or-semantic-review,,,not_a_reader_body_occurrence,Which foundational qualification best matches the intended course context?
JV-D021,difficult_translation_or_source_decision,1,OLP-0038,sets-functions-relations/size-of-sets/enumerability-alt,upstream/content/sets-functions-relations/size-of-sets/enumerability-alt.tex,21,translation/content/sets-functions-relations/size-of-sets/enumerability-alt.tex,21,33,OLP-0038-P007,Latn,jv-Latn-ID,"Read the opening as finite sets can be specified by enumeration; distinguish {0,...,n-1} from {0,...,n}.",contemporaneous,P1-source-or-semantic-review,,,pending_next_accepted_reader_pagination,Is the shift in finite-bound parameter sufficiently transparent?
JV-D021,difficult_translation_or_source_decision,2,OLP-0038,editorial/ERRATA.md,upstream/content/sets-functions-relations/size-of-sets/enumerability-alt.tex,21,editorial/ERRATA.md,26,26,,Latn,jv-Latn-ID,"Read the opening as finite sets can be specified by enumeration; distinguish {0,...,n-1} from {0,...,n}.",contemporaneous,P1-source-or-semantic-review,,,not_a_reader_body_occurrence,Is the shift in finite-bound parameter sufficiently transparent?
JV-D022,difficult_translation_or_source_decision,1,OLP-0039,sets-functions-relations/size-of-sets/non-enumerability-alt,upstream/content/sets-functions-relations/size-of-sets/non-enumerability-alt.tex,64,translation/content/sets-functions-relations/size-of-sets/non-enumerability-alt.tex,62,103,OLP-0039-P012,Latn,jv-Latn-ID,"Use mth digit of nth string and change 0 to 1, following the array and case formula.",contemporaneous_source_review_then_audit_adoption,P1-source-or-semantic-review,,,pending_next_accepted_reader_pagination,Do the adjacent repairs make the notation s_n(m) immediately clear?
JV-D022,difficult_translation_or_source_decision,2,OLP-0039,editorial/ERRATA.md,upstream/content/sets-functions-relations/size-of-sets/non-enumerability-alt.tex,64,editorial/ERRATA.md,27,27,,Latn,jv-Latn-ID,"Use mth digit of nth string and change 0 to 1, following the array and case formula.",contemporaneous_source_review_then_audit_adoption,P1-source-or-semantic-review,,,not_a_reader_body_occurrence,Do the adjacent repairs make the notation s_n(m) immediately clear?
JV-D023,difficult_translation_or_source_decision,1,OLP-0040,sets-functions-relations/size-of-sets/reduction-alt,upstream/content/sets-functions-relations/size-of-sets/reduction-alt.tex,50,translation/content/sets-functions-relations/size-of-sets/reduction-alt.tex,48,50,OLP-0040-P011,Latn,jv-Latn-ID,Retain the harmless N_1 list shift but use the single bound output name s in the body.,contemporaneous_source_review_then_audit_adoption,P1-source-or-semantic-review,,,pending_next_accepted_reader_pagination,Does the body now bind the output sequence clearly while the index-shift note remains explicit?
JV-D023,difficult_translation_or_source_decision,2,OLP-0040,editorial/ERRATA.md,upstream/content/sets-functions-relations/size-of-sets/reduction-alt.tex,50,editorial/ERRATA.md,28,28,,Latn,jv-Latn-ID,Retain the harmless N_1 list shift but use the single bound output name s in the body.,contemporaneous_source_review_then_audit_adoption,P1-source-or-semantic-review,,,not_a_reader_body_occurrence,Does the body now bind the output sequence clearly while the index-shift note remains explicit?
JV-D024,difficult_translation_or_source_decision,1,OLP-0043,sets-functions-relations/arithmetization/rationals,upstream/content/sets-functions-relations/arithmetization/rationals.tex,54,translation/content/sets-functions-relations/arithmetization/rationals.tex,47,63,OLP-0043-P006,Latn,jv-Latn-ID,"Use s-r throughout, following the preceding condition and displayed definition, and disclose the repair adjacent to the formula.",contemporaneous,P1-source-or-semantic-review,,,pending_next_accepted_reader_pagination,Does the adjacent Javanese correction make the controlling nonnegative-difference convention immediately clear?
JV-D024,difficult_translation_or_source_decision,2,OLP-0043,editorial/ERRATA.md,upstream/content/sets-functions-relations/arithmetization/rationals.tex,54,editorial/ERRATA.md,29,29,,Latn,jv-Latn-ID,"Use s-r throughout, following the preceding condition and displayed definition, and disclose the repair adjacent to the formula.",contemporaneous,P1-source-or-semantic-review,,,not_a_reader_body_occurrence,Does the adjacent Javanese correction make the controlling nonnegative-difference convention immediately clear?
JV-D025,difficult_translation_or_source_decision,1,OLP-0044,sets-functions-relations/arithmetization/reals,upstream/content/sets-functions-relations/arithmetization/reals.tex,80,translation/content/sets-functions-relations/arithmetization/reals.tex,83,97,OLP-0044-P012,Latn,jv-Latn-ID,Omit the syntactically and mathematically inert character and disclose the omission adjacent to the sentence.,contemporaneous,P1-source-or-semantic-review,,,pending_next_accepted_reader_pagination,Is the brief adjacent note sufficient without distracting from the least-upper-bound example?
JV-D025,difficult_translation_or_source_decision,2,OLP-0044,editorial/ERRATA.md,upstream/content/sets-functions-relations/arithmetization/reals.tex,80,editorial/ERRATA.md,30,30,,Latn,jv-Latn-ID,Omit the syntactically and mathematically inert character and disclose the omission adjacent to the sentence.,contemporaneous,P1-source-or-semantic-review,,,not_a_reader_body_occurrence,Is the brief adjacent note sufficient without distracting from the least-upper-bound example?
JV-D026,difficult_translation_or_source_decision,1,OLP-0044,sets-functions-relations/arithmetization/reals,upstream/content/sets-functions-relations/arithmetization/reals.tex,24,translation/content/sets-functions-relations/arithmetization/reals.tex,16,27,OLP-0044-P006,Latn,jv-Latn-ID,"Keep the comment inactive and aligned, while the errata identifies the standard nonnegative-principal-root convention used by the theorem.",contemporaneous,P1-source-or-semantic-review,,,pending_next_accepted_reader_pagination,Does the erratum clearly separate inactive source commentary from the theorem's operative notation?
JV-D026,difficult_translation_or_source_decision,2,OLP-0044,editorial/ERRATA.md,upstream/content/sets-functions-relations/arithmetization/reals.tex,24,editorial/ERRATA.md,30,30,,Latn,jv-Latn-ID,"Keep the comment inactive and aligned, while the errata identifies the standard nonnegative-principal-root convention used by the theorem.",contemporaneous,P1-source-or-semantic-review,,,not_a_reader_body_occurrence,Does the erratum clearly separate inactive source commentary from the theorem's operative notation?
JV-D027,difficult_translation_or_source_decision,1,OLP-0045,sets-functions-relations/arithmetization/cuts,upstream/content/sets-functions-relations/arithmetization/cuts.tex,64,translation/content/sets-functions-relations/arithmetization/cuts.tex,62,90,OLP-0045-P010,Latn,jv-Latn-ID,"Derive the existence of a member cut from the stated nonemptiness of the family; use the upper bound later for properness, and disclose the correction adjacent to the bullet.",contemporaneous,P1-source-or-semantic-review,,,pending_next_accepted_reader_pagination,Does the repaired bullet make the two hypotheses and their separate proof roles clear?
JV-D027,difficult_translation_or_source_decision,2,OLP-0045,editorial/ERRATA.md,upstream/content/sets-functions-relations/arithmetization/cuts.tex,64,editorial/ERRATA.md,31,31,,Latn,jv-Latn-ID,"Derive the existence of a member cut from the stated nonemptiness of the family; use the upper bound later for properness, and disclose the correction adjacent to the bullet.",contemporaneous,P1-source-or-semantic-review,,,not_a_reader_body_occurrence,Does the repaired bullet make the two hypotheses and their separate proof roles clear?
JV-D028,difficult_translation_or_source_decision,1,OLP-0046,sets-functions-relations/arithmetization/reflections,upstream/content/sets-functions-relations/arithmetization/reflections.tex,81,translation/content/sets-functions-relations/arithmetization/reflections.tex,79,87,OLP-0046-P011,Latn,jv-Latn-ID,"Translate it as aneh because the emphasized word evaluates the constructions as philosophically counterintuitive, not as odd-numbered.",contemporaneous,P1-source-or-semantic-review,,,pending_next_accepted_reader_pagination,Does aneh preserve the evaluative force without creating an unintended parity reading?
JV-D028,difficult_translation_or_source_decision,2,OLP-0046,editorial/ERRATA.md,upstream/content/sets-functions-relations/arithmetization/reflections.tex,81,editorial/ERRATA.md,,,,Latn,jv-Latn-ID,"Translate it as aneh because the emphasized word evaluates the constructions as philosophically counterintuitive, not as odd-numbered.",contemporaneous,P1-source-or-semantic-review,,,not_a_reader_body_occurrence,Does aneh preserve the evaluative force without creating an unintended parity reading?
JV-D029,difficult_translation_or_source_decision,1,OLP-0047,sets-functions-relations/arithmetization/checking-details,upstream/content/sets-functions-relations/arithmetization/checking-details.tex,150,translation/content/sets-functions-relations/arithmetization/checking-details.tex,146,153,OLP-0047-P022,Latn,jv-Latn-ID,Restore the intended task of checking that the reals form an ordered field and disclose the repair adjacent to the sentence.,contemporaneous,P1-source-or-semantic-review,,,pending_next_accepted_reader_pagination,Is the restored checking-task wording the narrowest clear repair?
JV-D029,difficult_translation_or_source_decision,2,OLP-0047,editorial/ERRATA.md,upstream/content/sets-functions-relations/arithmetization/checking-details.tex,150,editorial/ERRATA.md,32,32,,Latn,jv-Latn-ID,Restore the intended task of checking that the reals form an ordered field and disclose the repair adjacent to the sentence.,contemporaneous,P1-source-or-semantic-review,,,not_a_reader_body_occurrence,Is the restored checking-task wording the narrowest clear repair?
JV-D030,difficult_translation_or_source_decision,1,OLP-0047,sets-functions-relations/arithmetization/checking-details,upstream/content/sets-functions-relations/arithmetization/checking-details.tex,170,translation/content/sets-functions-relations/arithmetization/checking-details.tex,172,177,OLP-0047-P025,Latn,jv-Latn-ID,Retain the requested checks but state that they presuppose the intended commented-out definitions.,contemporaneous,P1-source-or-semantic-review,,,pending_next_accepted_reader_pagination,Does the note clearly disclose the missing active definitions while preserving the exercise sequence?
JV-D030,difficult_translation_or_source_decision,2,OLP-0047,editorial/ERRATA.md,upstream/content/sets-functions-relations/arithmetization/checking-details.tex,170,editorial/ERRATA.md,32,32,,Latn,jv-Latn-ID,Retain the requested checks but state that they presuppose the intended commented-out definitions.,contemporaneous,P1-source-or-semantic-review,,,not_a_reader_body_occurrence,Does the note clearly disclose the missing active definitions while preserving the exercise sequence?
JV-D031,difficult_translation_or_source_decision,1,OLP-0048,sets-functions-relations/arithmetization/cauchy,upstream/content/sets-functions-relations/arithmetization/cauchy.tex,56,translation/content/sets-functions-relations/arithmetization/cauchy.tex,37,69,OLP-0048-P008,Latn,jv-Latn-ID,"Supply the minimal grammatical readings for can be equally be encoded, way to see this as follows, define we a notion, and hone on in.",contemporaneous,P1-source-or-semantic-review,,,pending_next_accepted_reader_pagination,Do the repaired Javanese sentences preserve the narrow intended claims without adding content?
JV-D031,difficult_translation_or_source_decision,2,OLP-0048,editorial/ERRATA.md,upstream/content/sets-functions-relations/arithmetization/cauchy.tex,56,editorial/ERRATA.md,34,34,,Latn,jv-Latn-ID,"Supply the minimal grammatical readings for can be equally be encoded, way to see this as follows, define we a notion, and hone on in.",contemporaneous,P1-source-or-semantic-review,,,not_a_reader_body_occurrence,Do the repaired Javanese sentences preserve the narrow intended claims without adding content?
JV-D032,difficult_translation_or_source_decision,1,OLP-0048,sets-functions-relations/arithmetization/cauchy,upstream/content/sets-functions-relations/arithmetization/cauchy.tex,110,translation/content/sets-functions-relations/arithmetization/cauchy.tex,105,122,OLP-0048-P012,Latn,jv-Latn-ID,"Use equivalence classes, following the immediately ensuing quotient definition, and disclose the correction adjacent to it.",contemporaneous,P1-source-or-semantic-review,,,pending_next_accepted_reader_pagination,Does the correction make the quotient object unambiguous?
JV-D032,difficult_translation_or_source_decision,2,OLP-0048,editorial/ERRATA.md,upstream/content/sets-functions-relations/arithmetization/cauchy.tex,110,editorial/ERRATA.md,34,34,,Latn,jv-Latn-ID,"Use equivalence classes, following the immediately ensuing quotient definition, and disclose the correction adjacent to it.",contemporaneous,P1-source-or-semantic-review,,,not_a_reader_body_occurrence,Does the correction make the quotient object unambiguous?
JV-D033,difficult_translation_or_source_decision,1,OLP-0048,sets-functions-relations/arithmetization/cauchy,upstream/content/sets-functions-relations/arithmetization/cauchy.tex,150,translation/content/sets-functions-relations/arithmetization/cauchy.tex,146,165,OLP-0048-P015,Latn,jv-Latn-ID,"Use real zero, as required by the object type and by the next order sentence, with exact QA normalization and an adjacent note.",contemporaneous,P1-source-or-semantic-review,,,pending_next_accepted_reader_pagination,Is real zero plainly the unique type-correct reading?
JV-D033,difficult_translation_or_source_decision,2,OLP-0048,editorial/ERRATA.md,upstream/content/sets-functions-relations/arithmetization/cauchy.tex,150,editorial/ERRATA.md,34,34,,Latn,jv-Latn-ID,"Use real zero, as required by the object type and by the next order sentence, with exact QA normalization and an adjacent note.",contemporaneous,P1-source-or-semantic-review,,,not_a_reader_body_occurrence,Is real zero plainly the unique type-correct reading?
JV-D034,difficult_translation_or_source_decision,1,OLP-0048,sets-functions-relations/arithmetization/cauchy,upstream/content/sets-functions-relations/arithmetization/cauchy.tex,162,translation/content/sets-functions-relations/arithmetization/cauchy.tex,146,165,OLP-0048-P015,Latn,jv-Latn-ID,Retain the source shorthand while stating beside each theorem that the field and order act on equivalence classes and sequences serve as representatives.,contemporaneous,P1-source-or-semantic-review,,,pending_next_accepted_reader_pagination,Do the theorem notes consistently distinguish sequences from their quotient classes?
JV-D034,difficult_translation_or_source_decision,2,OLP-0048,editorial/ERRATA.md,upstream/content/sets-functions-relations/arithmetization/cauchy.tex,162,editorial/ERRATA.md,34,34,,Latn,jv-Latn-ID,Retain the source shorthand while stating beside each theorem that the field and order act on equivalence classes and sequences serve as representatives.,contemporaneous,P1-source-or-semantic-review,,,not_a_reader_body_occurrence,Do the theorem notes consistently distinguish sequences from their quotient classes?
JV-D035,difficult_translation_or_source_decision,1,OLP-0048,sets-functions-relations/arithmetization/cauchy,upstream/content/sets-functions-relations/arithmetization/cauchy.tex,182,translation/content/sets-functions-relations/arithmetization/cauchy.tex,185,193,OLP-0048-P020,Latn,jv-Latn-ID,Identify the unproved Archimedean dependency adjacent to the step and preserve the subsequent bisection argument.,contemporaneous,P1-source-or-semantic-review,,,pending_next_accepted_reader_pagination,Is the missing dependency stated precisely enough to assess the proof sketch?
JV-D035,difficult_translation_or_source_decision,2,OLP-0048,editorial/ERRATA.md,upstream/content/sets-functions-relations/arithmetization/cauchy.tex,182,editorial/ERRATA.md,34,34,,Latn,jv-Latn-ID,Identify the unproved Archimedean dependency adjacent to the step and preserve the subsequent bisection argument.,contemporaneous,P1-source-or-semantic-review,,,not_a_reader_body_occurrence,Is the missing dependency stated precisely enough to assess the proof sketch?
JV-D036,difficult_translation_or_source_decision,1,OLP-0029,sets-functions-relations/size-of-sets/enumerability,upstream/content/sets-functions-relations/size-of-sets/enumerability.tex,151,translation/content/sets-functions-relations/size-of-sets/enumerability.tex,139,164,OLP-0029-P020,Latn,jv-Latn-ID,"Add -3 in the aligned value row, following the unchanged formula and piecewise definition.",contemporaneous_audit_adoption,P1-source-or-semantic-review,,,pending_next_accepted_reader_pagination,Is the repaired table alignment immediately clear beside the adjacent note?
JV-D036,difficult_translation_or_source_decision,2,OLP-0029,editorial/ERRATA.md,upstream/content/sets-functions-relations/size-of-sets/enumerability.tex,151,editorial/ERRATA.md,18,18,,Latn,jv-Latn-ID,"Add -3 in the aligned value row, following the unchanged formula and piecewise definition.",contemporaneous_audit_adoption,P1-source-or-semantic-review,,,not_a_reader_body_occurrence,Is the repaired table alignment immediately clear beside the adjacent note?
JV-D037,difficult_translation_or_source_decision,1,OLP-0058,propositional-logic/syntax-and-semantics/formulas,upstream/content/propositional-logic/syntax-and-semantics/formulas.tex,159,translation/content/propositional-logic/syntax-and-semantics/formulas.tex,159,162,OLP-0058-P032,Latn,jv-Latn-ID,"Restore the missing opening parenthesis in the localized formula, retain the frozen English bytes, and identify the repair in the same list item.",contemporaneous_source_audit,P1-source-or-semantic-review,,,pending_next_accepted_reader_pagination,Does the matched parenthesis repair present the standard not-A-or-B abbreviation clearly while keeping the source defect auditable?
JV-D037,difficult_translation_or_source_decision,2,OLP-0058,editorial/ERRATA.md,upstream/content/propositional-logic/syntax-and-semantics/formulas.tex,159,editorial/ERRATA.md,38,38,,Latn,jv-Latn-ID,"Restore the missing opening parenthesis in the localized formula, retain the frozen English bytes, and identify the repair in the same list item.",contemporaneous_source_audit,P1-source-or-semantic-review,,,not_a_reader_body_occurrence,Does the matched parenthesis repair present the standard not-A-or-B abbreviation clearly while keeping the source defect auditable?
JV-D038,difficult_translation_or_source_decision,1,OLP-0067,first-order-logic/proof-systems/tableaux,upstream/content/first-order-logic/proof-systems/tableaux.tex,38,translation/content/first-order-logic/proof-systems/tableaux.tex,32,46,OLP-0067-P007,Latn,jv-Latn-ID,Use the connective-only false-conjunction rule name and record the repair adjacent to the prose example.,contemporaneous_source_audit,P1-source-or-semantic-review,,,pending_next_accepted_reader_pagination,Does the repaired rule name clearly match the preceding true-conjunction rule and its branch expansion?
JV-D038,difficult_translation_or_source_decision,2,OLP-0067,editorial/ERRATA.md,upstream/content/first-order-logic/proof-systems/tableaux.tex,38,editorial/ERRATA.md,39,39,,Latn,jv-Latn-ID,Use the connective-only false-conjunction rule name and record the repair adjacent to the prose example.,contemporaneous_source_audit,P1-source-or-semantic-review,,,not_a_reader_body_occurrence,Does the repaired rule name clearly match the preceding true-conjunction rule and its branch expansion?
JV-D039,difficult_translation_or_source_decision,1,OLP-0067,first-order-logic/proof-systems/tableaux,upstream/content/first-order-logic/proof-systems/tableaux.tex,57,translation/content/first-order-logic/proof-systems/tableaux.tex,48,71,OLP-0067-P008,Latn,jv-Latn-ID,Use the true-conjunction rule label for both children and record the repair immediately after the displayed tableau.,contemporaneous_source_audit,P1-source-or-semantic-review,,,pending_next_accepted_reader_pagination,Do the repaired labels visibly match the true-conjunction parent and true A/true B children?
JV-D039,difficult_translation_or_source_decision,2,OLP-0067,editorial/ERRATA.md,upstream/content/first-order-logic/proof-systems/tableaux.tex,57,editorial/ERRATA.md,39,39,,Latn,jv-Latn-ID,Use the true-conjunction rule label for both children and record the repair immediately after the displayed tableau.,contemporaneous_source_audit,P1-source-or-semantic-review,,,not_a_reader_body_occurrence,Do the repaired labels visibly match the true-conjunction parent and true A/true B children?
JV-D040,difficult_translation_or_source_decision,1,OLP-0075,first-order-logic/sequent-calculus/proving-things,upstream/content/first-order-logic/sequent-calculus/proving-things.tex,177,translation/content/first-order-logic/sequent-calculus/proving-things.tex,158,216,OLP-0075-P013,Latn,jv-Latn-ID,"Restore both second-disjunct negations, following the requested end-sequent and every adjacent proof tree, and record the repair in the same paragraph.",contemporaneous_source_audit,P1-source-or-semantic-review,,,pending_next_accepted_reader_pagination,Do the two repaired prose candidates now match the De Morgan end-sequent and the proof trees without obscuring the intentionally failed branch?
